,openmlid,learner,max_anchor_seen,prediction,beta,fails_init,fails_fit,MSE_trn,MSE_tst,MSE_tst_last,L1_trn,L1_tst,L1_tst_last,n,curve_model,anchor_prediction,score,percentage,percentage_bucket
4638,16,sklearn.linear_model.LogisticRegression,45,"[0.57410348 0.65660849 0.73168752 0.80919571 0.88927155 0.96929188
 1.04685559 1.12562332 1.20443962 1.28320735 1.36202365 1.44079138
 1.51960769 1.62389335]",[-0.2273457  -0.05623265],0,0,2.073274566736152e-05,0.14350336223230137,0.44774051002018433,0.0038747974922945794,0.3201123775157101,0.6691341494948411,4,log2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.027777777777777776,0.05
4639,16,sklearn.linear_model.LogisticRegression,64,"[0.58111758 0.65639053 0.72488843 0.79560257 0.86865928 0.94166535
 1.01243013 1.0842934  1.15620099 1.22806425 1.29997184 1.37183511
 1.44374269 1.53888709]",[-0.20741749  0.00603418],0,0,0.00010960611925160872,0.11687310120412213,0.3412053892158915,0.009352666368256268,0.2964747162448654,0.5841278877231351,5,log2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.03950617283950617,0.05
4640,16,sklearn.linear_model.LogisticRegression,91,"[0.59142332 0.65870184 0.71992487 0.78312875 0.84842641 0.91367881
 0.97692796 1.04115893 1.1054295  1.16966047 1.23393105 1.29816202
 1.3624326  1.4474721 ]",[-0.18538854  0.07741714],0,0,0.000312807762600905,0.08888298257061171,0.24276600664399023,0.015519990319580882,0.264372729405198,0.492712904888831,6,log2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.05617283950617284,0.1
4641,16,sklearn.linear_model.LogisticRegression,128,"[0.60342158 0.66320499 0.71760752 0.77377022 0.83179345 0.88977645
 0.94597938 1.00305475 1.06016531 1.11724068 1.17435125 1.23142662
 1.28853718 1.36410293]",[-0.16473548  0.14667785],0,0,0.0006081717191307663,0.06602455387959598,0.16756228854614966,0.02139108954046303,0.23270793146147334,0.4093437290910289,7,log2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.07901234567901234,0.1
4642,16,sklearn.linear_model.LogisticRegression,181,"[0.61653407 0.66948412 0.71766833 0.76741154 0.8188026  0.87015804
 0.91993687 0.97048842 1.02107114 1.07162269 1.12220541 1.17275696
 1.22333968 1.29026812]",[-0.14590591  0.21199699],0,0,0.0009770491104701341,0.04819235139080502,0.11256623810829644,0.02815627012686149,0.2027118676273071,0.33550892403674815,8,log2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.1117283950617284,0.2
4643,16,sklearn.linear_model.LogisticRegression,256,"[0.62986432 0.67685533 0.71961684 0.7637619  0.80936937 0.85494522
 0.89912189 0.94398432 0.98887441 1.03373684 1.07862694 1.12348937
 1.16837946 1.22777572]",[-0.12948552  0.27085422],0,0,0.001369662024457998,0.03522143720454639,0.07453801829627286,0.03335999583037118,0.17658502591013764,0.27301651652651504,9,log2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.1580246913580247,0.2
4644,16,sklearn.linear_model.LogisticRegression,362,"[0.64317545 0.68495622 0.72297646 0.76222683 0.80277747 0.8433
 0.88257848 0.92246669 0.96237949 1.0022677  1.0421805  1.08206871
 1.12198151 1.17479207]",[-0.11512852  0.32397141],0,0,0.0017748127123744604,0.025767941305171536,0.04841446585808996,0.03710793308489028,0.15366270023413964,0.22003287449399456,10,log2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.2234567901234568,0.4
4645,16,sklearn.linear_model.LogisticRegression,512,"[0.65609728 0.69338008 0.7273072  0.76233202 0.79851711 0.83467713
 0.86972703 0.90532101 0.94093695 0.97653093 1.01214686 1.04774085
 1.08335678 1.13048194]",[-0.10273419  0.37125762],0,0,0.002164572795093501,0.01908195484215471,0.03087848173207477,0.040724382373860106,0.13435878837976578,0.17572274107830999,11,log2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.3160493827160494,0.4
4646,16,sklearn.linear_model.LogisticRegression,724,"[0.66865013 0.70199867 0.73234562 0.76367444 0.79604111 0.82838534
 0.8597366  0.89157452 0.92343208 0.95527001 0.98712757 1.0189655
 1.05082306 1.09297534]",[-0.09189317  0.41386818],0,0,0.0025427575134059585,0.014286182844465508,0.019103701487113475,0.04376424760928454,0.11776160094527788,0.13821614047249864,12,log2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.4469135802469136,0.8
4647,16,sklearn.linear_model.LogisticRegression,1024,"[0.68045572 0.71043959 0.73772471 0.76589264 0.7949937  0.82407458
 0.85226268 0.88088835 0.90953167 0.93815734 0.96680066 0.99542632
 1.02406964 1.061969  ]",[-0.08262168  0.45137978],0,0,0.002875265993573919,0.01149394206511345,0.01149394206511345,0.045686266647683195,0.10720980395986857,0.10720980395986857,13,log2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.6320987654320988,0.8
4648,16,sklearn.linear_model.LogisticRegression,45,"[5.96745430e-01 6.44311050e-01 7.11079559e-01 8.19923025e-01
 1.00966286e+00 1.35720117e+00 2.03560145e+00 3.63806430e+00
 8.27419006e+00 2.64290000e+01 1.36707070e+02 1.39476633e+03
 3.73183078e+04 2.55699952e+07]",[ 0.50079503 -0.01095586],0,0,0.00045675625270358565,65382599816591.94,653824603619122.5,0.020443461339678476,2560887.8420313965,25569994.20451875,4,exp2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.027777777777777776,0.05
4649,16,sklearn.linear_model.LogisticRegression,64,"[6.21300572e-01 6.54129863e-01 6.98900588e-01 7.69033481e-01
 8.84387731e-01 1.07869085e+00 1.41611107e+00 2.09127569e+00
 3.63083515e+00 7.91834599e+00 2.38684908e+01 1.13522212e+02
 1.03148239e+03 8.26885446e+04]",[ 0.55231661 -0.00735585],0,0,0.0012386762672974528,759812528.5150394,6837237511.493866,0.03149847450654366,9318.349346723311,82687.58982757851,5,exp2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.03950617283950617,0.05
4650,16,sklearn.linear_model.LogisticRegression,91,"[6.48524279e-01 6.70879611e-01 7.00758205e-01 7.46280815e-01
 8.18186097e-01 9.32444281e-01 1.11537243e+00 1.44164679e+00
 2.07279103e+00 3.46284818e+00 7.15857785e+00 1.99794080e+01
 8.53825688e+01 1.52943819e+03]",[ 0.60018383 -0.00484147],0,0,0.002370694573050962,292974.81182915665,2336261.5944161704,0.04456984224729347,205.31640113865657,1528.4834295523685,6,exp2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.05617283950617284,0.1
4651,16,sklearn.linear_model.LogisticRegression,128,"[  0.6749686    0.69027115   0.71045674   0.7406603    0.78712874
   0.85822173   0.96618889   1.1449292    1.45577605   2.04422061
   3.30491      6.51667438  17.03294606 114.88246744]",[ 0.64125314 -0.00320262],0,0,0.0036193644661920463,1896.5919612061002,12979.522705227986,0.05467696130748317,19.967428650157085,113.92770824179685,7,exp2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.07901234567901234,0.1
4652,16,sklearn.linear_model.LogisticRegression,181,"[ 0.70069153  0.71106219  0.72462176  0.74466557  0.77496194  0.82014704
  0.8863768   0.99067121  1.15956313  1.44849407  1.98447864  3.09664257
  5.81233306 20.30594434]",[ 0.67755158 -0.00209888],0,0,0.004921285085212399,67.34399373026754,374.4683665016691,0.061879778585408565,4.687077168333111,19.35118514462794,8,exp2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.1117283950617284,0.2
4653,16,sklearn.linear_model.LogisticRegression,256,"[0.72438741 0.73139965 0.74051521 0.75388308 0.77385601 0.80315223
 0.84510858 0.90905517 1.00789947 1.16619903 1.4335955  1.91927651
 2.90031688 6.58673944]",[ 0.70861087 -0.00137624],0,0,0.006115134199707757,7.346833470410968,31.71920144026192,0.06655176322297285,1.8514088325007403,5.631980241465866,9,exp2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.1580246913580247,0.2
4654,16,sklearn.linear_model.LogisticRegression,362,"[0.74590455 0.75062832 0.75674573 0.7656701  0.77890308 0.79810221
 0.82518307 0.86558322 0.92615588 1.0190632  1.16667969 1.41249105
 1.85134239 3.16899928]",[ 0.73521868 -0.00090185],0,0,0.007167913006957629,1.4926291719281202,4.902859130018581,0.0721671440678126,0.9482851033016977,2.2142400795800308,10,exp2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.2234567901234568,0.4
4655,16,sklearn.linear_model.LogisticRegression,512,"[0.76512878 0.76830571 0.77240972 0.77837648 0.78718013 0.79986215
 0.8175737  0.84362972 0.88192668 0.93903636 1.02622744 1.16343861
 1.38952353 1.97734508]",[ 7.57916462e-01 -5.91936533e-04],0,0,0.008039975164174809,0.4270810702497805,1.0456818812780833,0.0755424754526614,0.5572680067817471,1.022585879659055,11,exp2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.3160493827160494,0.4
4656,16,sklearn.linear_model.LogisticRegression,724,"[0.78228521 0.7844129  0.78715702 0.7911377  0.79699186 0.80538553
 0.81703171 0.83400809 0.85863575 0.89468812 0.94830726 1.02961409
 1.15672278 1.45768891]",[ 7.77443543e-01 -3.88022529e-04],0,0,0.008751416926707365,0.14711564613187839,0.25293829635270787,0.0775125426822095,0.35306824714884977,0.5029297131336623,12,exp2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.4469135802469136,0.8
4657,16,sklearn.linear_model.LogisticRegression,1024,"[0.79732738 0.79875492 0.80059408 0.80325813 0.80716769 0.81275614
 0.82047727 0.83166524 0.84775845 0.87103603 0.9050723  0.95545724
 1.0315863  1.20129665]",[ 7.94074013e-01 -2.55543283e-04],0,0,0.009275749850298233,0.06078071213245936,0.06078071213245936,0.0786925436662416,0.24653744570036285,0.24653744570036285,13,exp2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.6320987654320988,0.8
4658,16,sklearn.linear_model.LogisticRegression,45,"[0.57075397 0.65900064 0.73706632 0.80477426 0.85217182 0.87573958
 0.88331233 0.88478643 0.88491487 0.88491871 0.88491873 0.88491873
 0.88491873 0.88491873]",[-0.66755418  0.04710644  0.88491873],0,0,1.612114833501281e-06,0.002626436544531374,0.004877690970915088,0.00113545319445435,0.045836293772691813,0.06984046800326504,4,exp3,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.027777777777777776,0.05
4659,16,sklearn.linear_model.LogisticRegression,64,"[0.61149884 0.65133709 0.70256012 0.77655377 0.88470857 1.03842319
 1.24910907 1.55098282 1.97832461 2.58262488 3.43841538 4.64923008
 6.36524735 9.7834616 ]",[ 9.60707124e+02 -5.92326302e-06 -9.60186678e+02],0,0,0.0009206557228658615,14.602599988377968,77.94598602102526,0.027924887443534184,2.6918889519144016,8.828702397352924,5,exp3,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.03950617283950617,0.05
4660,16,sklearn.linear_model.LogisticRegression,91,"[0.57203101 0.65753742 0.73547593 0.80586822 0.85808968 0.88628175
 0.8964234  0.89872339 0.89897098 0.89898089 0.89898099 0.89898099
 0.89898099 0.89898099]",[-0.6537797   0.0433102   0.89898099],0,0,4.784881106026083e-06,0.001907109715927301,0.0031112090602755486,0.0018757085058455452,0.04139627400869225,0.055778213132687826,6,exp3,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.05617283950617284,0.1
4661,16,sklearn.linear_model.LogisticRegression,128,"[0.57368477 0.6563908  0.73340971 0.80502202 0.86040909 0.89213035
 0.90450685 0.90764019 0.90803298 0.90805235 0.90805261 0.90805261
 0.90805261 0.90805261]",[-0.64017402  0.04059365  0.90805261],0,0,1.5667563479371016e-05,0.0014128299743365763,0.0021815051360641953,0.003430811870158051,0.03628388938108935,0.046706585574886494,7,exp3,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.07901234567901234,0.1
4662,16,sklearn.linear_model.LogisticRegression,181,"[0.57560066 0.65543353 0.73120653 0.80350511 0.86153657 0.89656926
 0.91126399 0.91536836 0.91595783 0.91599288 0.9159935  0.9159935
 0.9159935  0.9159935 ]",[-0.6270317   0.03818105  0.9159935 ],0,0,3.4579082877471306e-05,0.0010351156843115192,0.001502779224665326,0.0049200178760688,0.03151134627330968,0.038765696494005186,8,exp3,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.1117283950617284,0.2
4663,16,sklearn.linear_model.LogisticRegression,256,"[0.57750996 0.65470891 0.72916724 0.80177648 0.86191048 0.89986261
 0.91678575 0.92192224 0.92274993 0.92280757 0.92280884 0.92280885
 0.92280885 0.92280885]",[-0.61573195  0.03615008  0.92280885],0,0,6.0068561700085615e-05,0.0007479439798979562,0.0010208249730394383,0.006839643276933883,0.027008048146253082,0.03195035168882243,9,exp3,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.1580246913580247,0.2
4664,16,sklearn.linear_model.LogisticRegression,362,"[0.57913433 0.65422358 0.72753399 0.80021595 0.8618582  0.90209871
 0.92089602 0.92697395 0.92804304 0.92812701 0.9281292  0.92812921
 0.92812921 0.92812921]",[-0.6071801   0.03461051  0.92812921],0,0,8.31650775825044e-05,0.0005579134109196613,0.0007091562975521791,0.008148084619873385,0.0234637917476139,0.026629988688547712,10,exp3,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.2234567901234568,0.4
4665,16,sklearn.linear_model.LogisticRegression,512,"[0.58052772 0.65388847 0.72620132 0.79883473 0.86160117 0.90368185
 0.92407304 0.93100414 0.9323107  0.93242355 0.9324269  0.93242692
 0.93242692 0.93242692]",[-0.60047369  0.03339838  0.93242692],0,0,0.00010335308312613259,0.0004201194953395102,0.0004987307339866276,0.009212204606907496,0.020407480095602115,0.02233228008929289,11,exp3,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.3160493827160494,0.4
4666,16,sklearn.linear_model.LogisticRegression,724,"[0.58163162 0.65367103 0.72518837 0.79772098 0.86127862 0.90474129
 0.9263839  0.93401881 0.93553409 0.93567455 0.93567915 0.93567918
 0.93567918 0.93567918]",[-0.59551138  0.03249933  0.93567918],0,0,0.00011633788849771822,0.00034109954119275097,0.00036404704508880063,0.009638907128902316,0.01845841690483646,0.019080016904835295,12,exp3,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.4469135802469136,0.8
4667,16,sklearn.linear_model.LogisticRegression,1024,"[0.58261614 0.65351021 0.72431576 0.79671735 0.86091267 0.90555383
 0.92830273 0.93658484 0.93830198 0.93847099 0.93847699 0.93847705
 0.93847705 0.93847705]",[-0.59131596  0.03173816  0.93847705],0,0,0.0001280325536712307,0.00026510855102248145,0.00026510855102248145,0.010175661406440422,0.016282154372885715,0.016282154372885715,13,exp3,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.6320987654320988,0.8
4668,16,sklearn.linear_model.LogisticRegression,45,"[ 0.59020641  0.64550231  0.71659704  0.81928943  0.96937831  1.1826625
  1.47494083  1.8936098   2.48606589  3.32340383  4.508316    6.18299187
  8.55281622 13.26086726]",[0.00789941 0.46381578],0,0,0.00030335735411541286,25.867566242524322,151.44029559735935,0.016973121741483133,3.4571170918077163,12.306108060526665,4,lin2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.027777777777777776,0.05
4669,16,sklearn.linear_model.LogisticRegression,64,"[0.61149267 0.65133633 0.70256388 0.77655923 0.88470629 1.03838895
 1.24899111 1.55066448 1.97756076 2.5809075  3.43470005 4.64139353
 6.34897863 9.74138105]",[0.00569195 0.52042147],0,0,0.0009204164727825811,14.491355765845704,77.20472351744161,0.027921505149508863,2.6837941847865143,8.786621849006682,5,lin2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.03950617283950617,0.05
4670,16,sklearn.linear_model.LogisticRegression,91,"[0.63695087 0.66469402 0.70036379 0.75188678 0.82718962 0.93419892
 1.08084129 1.29089658 1.58814463 2.0082552  2.6027513  3.44297245
 4.63196464 6.9940958 ]",[0.00396331 0.57353795],0,0,0.001904549159476276,7.585100314428048,36.4735866213688,0.039533269921136406,2.014966136253008,6.03933660441019,6,lin2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.05617283950617284,0.1
4671,16,sklearn.linear_model.LogisticRegression,128,"[0.66298282 0.6821212  0.7067277  0.74227042 0.79421747 0.86803697
 0.96919702 1.11410195 1.31915611 1.60896598 2.01907428 2.59869402
 3.41891064 5.04840765]",[0.00273406 0.61923793],0,0,0.0030683777103218783,3.9039441324778528,16.757957592990802,0.05011801017755056,1.5024839182755139,4.09364844521251,7,lin2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.07901234567901234,0.1
4672,16,sklearn.linear_model.LogisticRegression,181,"[0.68909476 0.70206839 0.71874877 0.74284266 0.7780568  0.82809796
 0.89667287 0.9949018  1.133905   1.33036285 1.60836926 2.00128497
 2.55729777 3.66190987]",[0.00185338 0.65944074],0,0,0.004339405216382789,1.9385397175978334,7.328664753709233,0.058129035004309215,1.101356152669074,2.7071506706700372,8,lin2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.1117283950617284,0.2
4673,16,sklearn.linear_model.LogisticRegression,256,"[0.7137386  0.7224658  0.73368649 0.74989415 0.77358227 0.80724433
 0.85337382 0.91945121 1.01295694 1.14511171 1.33212317 1.5964327
 1.97045563 2.71351451]",[0.00124674 0.69379071],0,0,0.005552251142978547,0.9467168672578374,3.0932202276526164,0.06325185264723476,0.8017109021893187,1.758755306360898,9,lin2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.1580246913580247,0.2
4674,16,sklearn.linear_model.LogisticRegression,362,"[0.73646942 0.74229878 0.74979367 0.76061962 0.77644216 0.79892683
 0.82973916 0.87387573 0.93633314 1.02460629 1.14952112 1.32606741
 1.57589706 2.07222531]",[0.00083277 0.72314517],0,0,0.006654586756356527,0.4545019042451869,1.2487305128250734,0.06870057935403685,0.579334724822363,1.1174661126070327,10,lin2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.2234567901234568,0.4
4675,16,sklearn.linear_model.LogisticRegression,512,"[0.75696189 0.76084243 0.7658317  0.77303842 0.78357131 0.79853911
 0.81905054 0.84843178 0.890009   0.94877148 1.03192592 1.14945087
 1.31575976 1.64616009]",[5.54362965e-04 7.48092085e-01],0,0,0.0075905619430181835,0.21631516046009494,0.47803518707574444,0.07388651355142423,0.41762250627624403,0.6914008873842616,11,lin2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.3160493827160494,0.4
4676,16,sklearn.linear_model.LogisticRegression,724,"[0.77534016 0.77791011 0.78121434 0.78598711 0.7929627  0.80287538
 0.81645943 0.83591766 0.86345288 0.90236934 0.95743979 1.0352727
 1.14541361 1.36422689]",[3.67136368e-04 7.69465973e-01],0,0,0.008369919327807866,0.10224424153091839,0.16766378873634125,0.0769504499595068,0.3006826518318063,0.40946768949007595,12,lin2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.4469135802469136,0.8
4677,16,sklearn.linear_model.LogisticRegression,1024,"[0.7914747  0.79317957 0.79537154 0.79853773 0.80316523 0.80974116
 0.81875261 0.83166091 0.84992736 0.87574396 0.91227687 0.96391006
 1.03697589 1.18213334]",[2.43552769e-04 7.87577856e-01],0,0,0.008958060465748936,0.051699000048113154,0.051699000048113154,0.07842925623715966,0.22737414111572396,0.22737414111572396,13,lin2,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]","[0.571332  0.6572864 0.7387592 0.8042176 0.8550632 0.8886256 0.9102696
 0.9249304 0.9359096 0.9427112 0.9478688 0.950228  0.953516  0.9547592]",0.6320987654320988,0.8
