,learner,openmlid,slopes,is_nonmonotonic
30,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,914,"[0.0017813106779311172, 0.0020741563567891193, 0.0014786615830880499, 4.0449576495952755e-06, 0.00034318197851961643, 8.499866358189629e-05, -0.0005817591324198213, 7.430547099509094e-05, 0.0001215461424593921, -0.00019124584595914222, -5.475900810893858e-07, -8.549040440227115e-05, 4.4779220779220805e-05, -5.6842105263158e-05]",True
31,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,917,"[-0.014659934730619882, -0.006919747513924197, 0.0034175599090546633, 0.00430274889206016, 0.0024977814099552535, 0.0013581680941045593, 0.0007682392971737509, 0.0004651194128700895, 0.00027788619638115366, 0.00016013636613255978, -2.8628536250570093e-05, 4.940886823294699e-05]",True
32,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,966,"[-0.00022016079158936302, 3.0352223534041693e-05, 8.593099632815791e-05, 0.00034142342965750016, 0.00027383622494052856, 0.000652980434588352, 0.0002088428547457382, -2.4581142270245156e-05, 4.361949265404712e-05, 4.781124915483953e-07, 3.8810400550046865e-06, 2.4376735068928318e-05, -3.6103896103896134e-05, -6.6165413533834676e-06]",True
33,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,991,"[-0.009002896219158216, 0.0009004518873720579, 0.0008604067973372544, 0.0009832093090764204, 0.00022877919590609321, 0.00033174384674335426, -0.00010886576027125786, -7.041864386383306e-05, 7.264984812778018e-05, 8.795048348413785e-06, 2.2877753444983193e-05, 4.021807648829832e-05, -6.348051948051954e-05, -2.1353383458646637e-06]",True
34,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1448,"[-0.0030465157487437663, -0.0009693174377108837, -0.00010422154636147341, 0.0008284351157880324, 0.0015679348728145593, 0.0010555745877990244, 0.0007003262042518552, 0.0007545329561382348]",True
35,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1450,"[-0.006907389990941043, -0.0023509147174423308, -4.95888748756153e-05, 0.0018133831735902518, 0.002588168024721488, 0.0011148173699190005]",True
36,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1465,"[-0.007376138707339809, 0.012630664366284136, 0.01088893691613386, 0.004992702212952083, 0.002540781329168706, 0.0017586961581308844]",True
37,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1488,"[-0.0019808329637383553, 0.00011016706024562978, 0.0023146811065959598, 0.002487533236859461, 0.0011962304322371937, 0.00011067066641342817, 0.00026364145197418085, 6.59711514699893e-05]",True
38,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1489,"[0.007332005567226261, 0.005360453848188859, 0.0016265462168565988, 0.0015079224632756861, 0.00035028873182928465, 0.00018763506283309077, 3.240964651682118e-05, 9.249170765571166e-05, 1.0887405468649256e-05, -4.4065914703180846e-05, 8.426729202191591e-05, 4.43011915201022e-05, -5.283116883116886e-05, 0.00013215584415584422, 6.877922077922083e-05, -1.4129870129870139e-05, -1.1948051948052016e-06, 5.076691729323312e-05]",True
39,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1499,"[0.000292557132308685, 0.0010274503476412522, 0.0005348942719886833, 0.00011282467602751392, 0.00060594547601737, 1.0295547477216206e-05, 1.9910119782062264e-05, -2.2922697636193462e-05]",True
40,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,40975,"[-0.008543108949228455, 0.00019577218830985215, 0.0010442864790469917, 0.0012681482404628924, 0.000746788675875497, -6.081992385318331e-05, -4.017726782623146e-05, 0.00024266366376825136, 5.404567397908695e-05, 5.054893247798105e-05, -3.372575864961955e-05, -2.936190870764414e-05, -6.181818181818183e-06, 4.132330827067674e-05]",True
41,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,40981,"[-0.011429957742927797, -0.0037873139993016168, 0.0008197106934260214, 0.0016182467193667205, 0.0013627136007353493, 0.000508486803056417, 0.00024116200443940943, 2.740821615781974e-05, 5.975447666209808e-05, 9.623630014222762e-05, 5.7623948450053854e-05, -3.865587132837945e-05]",True
42,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,346,"[0.017922793997749112, 0.02051847630511497, 0.010318677768310964, 0.010318677768310964]",True
43,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,446,"[0.006879392850883305, 0.008414176733230305, 0.0021517171915614824, -0.0014033492589522372, 0.001310495975567441, -0.0012904132675939472, 0.0002599837154027194, -0.00014411890270522542]",True
44,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,715,"[0.0, 0.0, 0.0, 0.0008267750593148128, -5.085315044949806e-05, 0.0003504129712227632, 0.0006845711859861534, 0.0003869917012605605, 0.00042406844972173364, 0.0004430998159443214, 0.00023284729993927557, 0.00019218734260938161]",True
45,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,723,"[0.0, 0.0, 0.0, 0.00035075855433034324, -0.0007308686472634537, 0.00025715878730034087, 0.0008271701755564946, 0.00035904025887159276, 0.0004803970413061356, 0.00019915183747983134, 0.00032061299057949523, 0.0001592520625648745]",True
46,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,740,"[0.003396698823497766, 0.00120828952789101, 0.0007647744456324762, 0.002005746250373573, 0.00201248200780889, 0.0007962790601797465, 0.0007765531340180375, 0.0005923838112846646, 0.00018187893445939716, 0.00011972402563248826, -1.1770632514842995e-05, -3.815762273853376e-05]",True
47,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,741,"[0.007497882707945625, -0.003621399504900056, -0.0015025902210318456, 0.0014013646265921365, 0.0003212440648282747, 0.0005980277622007024, -0.0006310339223953467, -0.0003341060142678022, -0.000516793123400199, -0.00012909516169781158, 0.00010029281379681597, -0.00013998113135673415]",True
48,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,743,"[0.005891959338673076, 0.005568423491560758, 0.0044304687886375866, 0.001607103064065905, 0.000877036289989168, 0.0006109683843576524, 0.0011768521730013135, 0.00032034549306109525, 0.00022007039066364404, -0.00016879131252536535, 0.00011566313463989387, -4.589505157059173e-05]",True
49,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,751,"[0.0032712772981550475, 0.0014117199396821455, 0.0006621009682420237, 0.003869979858006884, 0.0013178764152535884, 0.0008536871406191553, 0.0008242553054763347, -2.3923287707523422e-05, 0.00031069295610287596, 0.0001763753821562394, 0.0001267151884531074, 4.867799142149002e-05]",True
50,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,845,"[0.0012310570508341618, 0.0002947435524594769, 0.0005156058941957632, 0.001591150646490112, 0.000718558514829675, 0.0007225542742576338, 0.00014466489880228767, 0.00026509924915892643, -4.126464639480664e-05, 2.064302392114859e-05, -6.73327615671625e-06, -2.1886576413191063e-05]",True
51,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,849,"[0.0, 0.0, 0.0, 0.000123593555739656, -0.0008709898614015234, 0.00013743859308179131, 0.00018223647525805994, 0.00017569219576232993, 0.00016618969847374297, 0.00016204747198521053, 3.578236442202318e-06, 8.962051618036421e-05]",True
52,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,910,"[0.0035906151942064553, 0.0005269319623636025, -0.0004342211221270478, 0.0022032672699179934, 0.0018708635248188036, 0.0009681251755088973, 0.0009182615604469888, 0.00013161349168435536, 0.0004944327619829969, 7.33703738987555e-05, 0.00024208520223059009, 4.852656239187812e-05]",True
53,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,912,"[0.004665151551222529, 0.005710894983762474, 0.0032325132279866857, 0.0019580635666935956, 0.0009234409299141073, 0.000854761639023978, 0.0007448720955504958, 0.00017545174494672632, -3.26436585946183e-05, 1.5267705818901388e-07, -7.347380716896454e-05, 4.562500502221392e-05]",True
54,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,917,"[0.0, 0.0, 0.0, 0.0011850942452092687, -0.002113007204992951, 0.0004039194310987385, 0.0004894441083732756, 0.00045198224560761007, 0.0004102392744379813, 0.00017811256985290707, 0.00032128227885023326, -1.719473070364615e-05]",True
55,sklearn.linear_model.SGDClassifier,11,"[0.001355835022272868, 0.0011166404302729543, 0.0009717955310017645, -0.0007342489092279507, -0.0006643766258125811, -0.00022937970279966532, 0.0003059169056232095, 4.617941676404917e-05, -0.00010043296328291654, 7.20107340467397e-05]",True
56,sklearn.linear_model.SGDClassifier,31,"[0.0003479926076956667, 0.0005051244893730326, 0.002292874491037849, 0.0034308950780264987, 0.0019425800043183295, 0.0015592645576431394, 0.0013496926875723615, 7.502231586362772e-06, -0.00023170516162240396, -0.00022470642276987973, 0.000846448277772921, 0.0005454425168411244]",True
57,sklearn.linear_model.SGDClassifier,61,"[0.004570691660981067, -0.0018542446206449756, -0.0006926955024701488, 0.0005587755156942463, -0.0018559823405149755, -0.00043340569476569624]",True
58,sklearn.linear_model.SGDClassifier,346,"[0.0029964962602144016, 0.0017507022570175685, -0.00014494524319552053, -0.0003809798451459137]",True
59,sklearn.linear_model.SGDClassifier,446,"[0.004334596599172943, -0.00016984823722032832, -0.004571374357751581, -0.007082918026405704, -0.006600938452182895, -0.0015220096082180835, -8.859020252095718e-05, 0.0003234873006242086]",True
60,sklearn.linear_model.SGDClassifier,715,"[0.0004590043132692245, 0.0018305971253450878, 0.00434262895538404, 0.006040930373939494, 0.0029778308920914097, 0.0022852791905149422, 0.0005224359010368216, 0.00040254993436187583, 0.0003265947539957134, 0.00016392572821309116, 2.465813498459318e-06, 7.177597118739133e-05]",True
61,sklearn.linear_model.SGDClassifier,723,"[0.0004717155056434082, 0.002359134184224182, 0.005841757576125947, 0.005397895384642593, 0.003299540358417569, 0.0016530544409299938, 0.00040541129994661816, 0.000667639497045238, 0.0003990294680855554, 0.00015924577312903524, 0.00032686866338541454, 1.2403990402800173e-05]",True
62,sklearn.linear_model.SGDClassifier,740,"[0.01273180234371662, 0.011897524098157267, 0.004358368340046864, 0.0013951872959564234, 0.001415100716321012, 0.00015074673851681367, 0.0006823578924100429, -0.00016249162898759236, 9.53395749773267e-05, -0.00029357014968167254, -0.00012742635980782227, -6.953317827025513e-05]",True
63,sklearn.linear_model.SGDClassifier,741,"[0.0003866503780761875, 0.00018592675969184336, 0.002236606523979751, -0.0004794798667795348, -2.1361942431959252e-05, -8.373492378141198e-05, 0.000128901649453979, -0.0006243043923701095, -1.485934758557433e-05, -0.00031256020033750394, 1.7340424580147617e-05, 0.00010577582378204466]",True
64,sklearn.linear_model.SGDClassifier,743,"[0.01293840300468799, 0.006272719346486787, 0.0031162477367517294, 0.00048570589357146575, 0.0008248911846097804, 0.001006458831796666, -0.00014915561571474928, 0.0001357432265496192, -0.00018716240842350345, -0.00013793274208941683, -2.4046427137632935e-05, 0.0004571481803112805]",True
65,sklearn.linear_model.SGDClassifier,751,"[0.013166181018725189, 0.008474384651854208, 0.004935084942755751, 0.0018607773962605193, -0.0002537750569193161, 0.0006910192323175835, 0.0007786523728774662, -0.0001349736438375431, 0.00017027817840339514, 0.0007171258886278955, 0.0002957065466025577, -2.4763507708160886e-05]",True
66,sklearn.linear_model.SGDClassifier,799,"[0.006792230026226666, 0.0038951799950393035, 0.0008109524977806489, 0.0013311483393644646, 0.001076105691815287, -0.000397884767400594, 0.0003469426850384028, -0.0005718040098911933, 0.0002756670796933829, 0.0001487496944140266, -0.0002568461705869208, -8.570435463672791e-05]",True
67,sklearn.linear_model.SGDClassifier,806,"[0.0, 1.5741833923652088e-05, 3.840491101774275e-05, 0.00024079692802098058, 0.0005353611857956277, 0.0033286348427261775, 0.0021201126667546723, 0.000897319676258182, 0.00026914794658328465, 0.000383245742997363, -9.757678635682968e-05, -0.0001064799843901988]",True
68,sklearn.linear_model.SGDClassifier,813,"[0.009655906497412074, 0.007008329896174508, 0.003903017466337094, -0.0002593737137562763, 0.001484435886181576, -0.00012292717495636908, 0.0006646402972517943, 0.0011041823244158369, -0.0001396772103073053, -0.0006806969346433249, -0.0002214024352498597, 2.214052980311409e-05]",True
69,sklearn.linear_model.SGDClassifier,845,"[0.002104275478572136, 0.004135542512290305, 0.002973840164242852, 0.0019884170510846076, 0.0018922032468476615, 0.001066254214945832, -0.0002965045720532079, 4.2826320389398405e-06, 9.802281534171609e-05, -0.00034188202600036517, -7.571194609080038e-05, 3.998371328460206e-05]",True
70,sklearn.linear_model.SGDClassifier,849,"[5.340541811130043e-05, 0.00029337553048501715, 0.00031873115939470636, 0.0010321339030610241, 0.002538707910087285, 0.0021940274108082393, 0.0009521706066101722, 0.0004714022791100661, 0.00038306446951479506, 0.00026951916826107686, -0.00014464697595674485, -7.572406547694029e-06]",True
71,sklearn.linear_model.SGDClassifier,866,"[3.463203463203464e-05, 1.6926614055800626e-05, 4.358924498297324e-05, 0.00018047501981834676, 0.0009553028871922722, 0.0025820200644691756, 0.0018915515604949246, 0.0014858588414574183, 0.000818439281512765, 0.00029872314288545887, 0.0002857486957092548, 0.0001933104695280402]",True
72,sklearn.linear_model.SGDClassifier,897,"[-0.0030908111117648675, -0.002923827964477478, -0.0014887959472527138, -0.0037126095863324183, -0.0012648710309157607, 0.0006869255910519805, 0.0005702757188503837, 0.0003584269094947982, 0.0010927447987028706, 0.00018025299011385136, 0.0005772585513749941, -0.002192995144622942]",True
73,sklearn.linear_model.SGDClassifier,903,"[0.00019058539803881413, 0.000866725010914011, 0.0034177430980305286, 0.003769768317184376, 0.0030016437514792547, 0.002355772236913817, 0.0011980950921053638, 0.00018517111695686816, 0.00053328458690615, 0.00023478607657192, -0.00026451195910237054, -0.0001600806001542674]",True
74,sklearn.linear_model.SGDClassifier,904,"[0.0, -1.833460656990069e-05, 2.3364023364023364e-05, 0.00012203391324676485, 8.73268716897503e-05, 0.0004037406066762495, 0.0011993841956655115, 0.00047198757461719946, 0.0003299146397755878, 8.366579518480336e-05, 9.430165583596484e-05, -3.5691741418068236e-06]",True
75,sklearn.linear_model.SGDClassifier,910,"[0.009642747699642457, 0.010318552094487472, 0.005606684884079891, 0.002672316923168644, 0.0015254877116728344, 0.0004223223099888721, 0.000380011866066073, 0.00019540148024541103, -0.00013031836365068209, -0.00031518700092954895, -7.546532742856905e-05, -6.520485091062196e-05]",True
76,sklearn.linear_model.SGDClassifier,912,"[0.010511772897408131, 0.004602427841729871, 0.002031078586957783, 0.0014045346482600243, 0.00023215150023646065, 0.0003141141784222317, 0.0009503894649980304, -0.00020584572816613307, -0.0010720620627183875, -0.0011052314942708835, -7.437990071721342e-05, 0.0006601371850829724]",True
77,sklearn.linear_model.SGDClassifier,913,"[0.007659341588063042, 0.008891876057400933, 0.005902522509178337, 0.003616083352985032, 0.0011238100212436302, 0.0009419373047680126, 0.001050609556628604, -3.2296941301602504e-05, 0.0003101162819847042, 8.314134659744829e-05, 0.00010191690349679445, -6.031036725081683e-06]",True
78,sklearn.linear_model.SGDClassifier,917,"[0.00017481185481185474, 0.0016083647579918326, 0.0035419513912958913, 0.005486344504634522, 0.003767751146062374, 0.002069609731390852, 0.000666138655686286, 0.00025470392975033575, 0.0005368523998151886, 3.6512884866744654e-05, -0.00010306458802149687, -0.00032412142151868695]",True
79,sklearn.linear_model.SGDClassifier,1450,"[0.0007750511358304609, -0.001319023131069986, -0.0014561144666903408, -0.00017230886323959263, 0.0007836688803868624, 0.0006869718478241339]",True
80,sklearn.linear_model.SGDClassifier,1465,"[0.01566729966566675, 0.014898671386933767, 0.008970743637065313, 0.003911909166906643, 0.0023204850042102994, 0.0009095071530588006]",True
81,sklearn.linear_model.SGDClassifier,1499,"[-5.029099189834663e-05, -0.003642942304906269, -0.004085431131256017, -0.003331933550224573, -0.0018590150306968245, 0.0009240261888891008, -0.0008037647059573344, -0.00014875091738758613]",True
82,sklearn.linear_model.SGDClassifier,1566,"[0.0019340213984850216, 0.001984430504001362, 0.0009244350886963046, -1.0079251321989983e-05, 0.0010154092713850406, -2.1176248160266128e-07, -0.0008973308030401862, -0.0009215454882284722, -0.0014330197262808692, 0.0009829658392638916, -6.475000325029505e-06, 0.0014643252950948288]",True
83,sklearn.linear_model.SGDClassifier,40981,"[0.009928142138080793, 0.0013912770457426586, 0.0008900035566440045, 0.0008949722595626078, -4.2883793344727224e-07, 7.79820852001095e-05, 0.0009766157311900043, -0.00024369460682271868, -0.0005311211934211547, -0.000273556249894126, 0.00032054643466238655, 0.001524039537359966]",True
